Active Ingredient,Product Brand Name,Form,Dosage,TE Code,Product Application Type,Product Application No,Product Applicant Name,Marketing Status,Product Marketer Name
MANNITOL,OSMITROL 5% IN WATER IN PLASTIC CONTAINER,INJECTABLE;INJECTION,"5GM/100ML,10GM/100ML,20GM/100ML,15GM/100ML,5GM/100ML,10GM/100ML,20GM/100ML,15GM/100ML",AP,NDA,13684,BAXTER HLTHCARE,Prescription,Baxter Healthcare Corporation
MANNITOL,RESECTISOL,SOLUTION;IRRIGATION,5GM/100ML,NULL,NDA,16704,B BRAUN,Discontinued,NULL
MANNITOL,RESECTISOL IN PLASTIC CONTAINER,SOLUTION;IRRIGATION,5GM/100ML,NULL,NDA,16772,B BRAUN,Prescription,B. Braun Medical Inc.
MANNITOL;SORBITOL,SORBITOL-MANNITOL IN PLASTIC CONTAINER,SOLUTION;IRRIGATION,540MG/100ML;2.7GM/100ML,NULL,NDA,17636,HOSPIRA,Discontinued,NULL
MANNITOL;SORBITOL,SORBITOL-MANNITOL IN PLASTIC CONTAINER,SOLUTION;IRRIGATION,540MG/100ML;2.7GM/100ML,NULL,NDA,18316,ICU MEDICAL INC,Prescription,"Hospira, Inc."
MAPROTILINE HYDROCHLORIDE,LUDIOMIL,TABLET;ORAL,"25MG,50MG,75MG",NULL,NDA,17543,NOVARTIS,Discontinued,NULL
MARAVIROC,SELZENTRY,TABLET;ORAL,"150MG,300MG,25MG,75MG",NULL,NDA,22128,VIIV HLTHCARE,Prescription,Pfizer Laboratories Div Pfizer Inc
MARAVIROC,SELZENTRY,TABLET;ORAL,"150MG,300MG,25MG,75MG",NULL,NDA,22128,VIIV HLTHCARE,Prescription,"Physicians Total Care, Inc."
MARAVIROC,SELZENTRY,TABLET;ORAL,"150MG,300MG,25MG,75MG",NULL,NDA,22128,VIIV HLTHCARE,Prescription,ViiV Healthcare Company
MASOPROCOL,ACTINEX,CREAM;TOPICAL,10%,NULL,NDA,19940,UNIV AZ CANCER CTR,Discontinued,NULL
MAZINDOL,MAZANOR,TABLET;ORAL,"2MG,1MG",NULL,NDA,17980,WYETH AYERST,Discontinued,NULL
MAZINDOL,SANOREX,TABLET;ORAL,"1MG,2MG",NULL,NDA,17247,NOVARTIS,Discontinued,NULL
MEBENDAZOLE,VERMOX,"TABLET,CHEWABLE;ORAL",100MG,NULL,NDA,17481,JANSSEN PHARMS,Discontinued,"Johnson & Johnson Consumer Inc, McNeil Consumer Healthcare Division"
MEBUTAMATE,DORMATE,TABLET;ORAL,600MG,NULL,NDA,17374,MEDPOINTE PHARM HLC,Discontinued,NULL
MECAMYLAMINE HYDROCHLORIDE,INVERSINE,TABLET;ORAL,2.5MG,NULL,NDA,10251,TARGACEPT,Discontinued,NULL
MECASERMIN RECOMBINANT,INCRELEX,INJECTABLE;SUBCUTANEOUS,40MG/4ML(10MG/ML),NULL,NDA,21839,IPSEN INC,Prescription,"Ipsen Biopharmaceuticals, Inc."
MECASERMIN RINFABATE RECOMBINANT,IPLEX,INJECTABLE;SUBCUTANEOUS,36MG/0.6ML,NULL,NDA,21884,INSMED,Discontinued,NULL
MECHLORETHAMINE HYDROCHLORIDE,MUSTARGEN,INJECTABLE;INJECTION,10MG/VIAL,NULL,NDA,6695,RECORDATI RARE,Prescription,"RECORDATI RARE DISEASES, INC."
MECLIZINE HYDROCHLORIDE,ANTIVERT,"TABLET,CHEWABLE;ORAL","25MG,50MG,25MG,12.5MG",NULL,NDA,10721,CASPER PHARMA LLC,Discontinued,Roerig
MECLIZINE HYDROCHLORIDE,ANTIVERT,TABLET;ORAL,"25MG,50MG,25MG,12.5MG",NULL,NDA,10721,CASPER PHARMA LLC,Discontinued,Roerig
MECLIZINE HYDROCHLORIDE,MECLIZINE HYDROCHLORIDE,TABLET;ORAL,"12.5MG,25MG",NULL,ANDA,40179,RISING PHARMS INC,Discontinued,NULL
MECLOFENAMATE SODIUM,MECLOMEN,CAPSULE;ORAL,"EQ50MGBASE,EQ100MGBASE",NULL,NDA,18006,PARKE DAVIS,Discontinued,NULL
MEDROXYPROGESTERONE ACETATE,DEPO-PROVERA,INJECTABLE;INJECTION,150MG/ML,AB,NDA,20246,PHARMACIA AND UPJOHN,Prescription,A-S Medication Solutions
MEDROXYPROGESTERONE ACETATE,DEPO-PROVERA,INJECTABLE;INJECTION,150MG/ML,AB,NDA,20246,PHARMACIA AND UPJOHN,Prescription,Greenstone LLC
MEDROXYPROGESTERONE ACETATE,DEPO-PROVERA,INJECTABLE;INJECTION,150MG/ML,AB,NDA,20246,PHARMACIA AND UPJOHN,Prescription,Pharmacia and Upjohn Company LLC
MEDROXYPROGESTERONE ACETATE,DEPO-PROVERA,INJECTABLE;INJECTION,150MG/ML,AB,NDA,20246,PHARMACIA AND UPJOHN,Prescription,"Physicians Total Care, Inc."
MEDROXYPROGESTERONE ACETATE,DEPO-PROVERA,INJECTABLE;INJECTION,150MG/ML,AB,NDA,20246,PHARMACIA AND UPJOHN,Prescription,"Preferred Pharmaceuticals, Inc"
MEDROXYPROGESTERONE ACETATE,DEPO-PROVERA,INJECTABLE;INJECTION,150MG/ML,AB,NDA,20246,PHARMACIA AND UPJOHN,Prescription,REMEDYREPACK INC.
MEDROXYPROGESTERONE ACETATE,DEPO-PROVERA,INJECTABLE;INJECTION,"400MG/ML,100MG/ML",NULL,NDA,12541,PHARMACIA AND UPJOHN,Prescription,Pharmacia and Upjohn Company LLC
MEDROXYPROGESTERONE ACETATE,DEPO-PROVERA,INJECTABLE;INJECTION,"400MG/ML,100MG/ML",NULL,NDA,12541,PHARMACIA AND UPJOHN,Prescription,"Physicians Total Care, Inc."
MEDROXYPROGESTERONE ACETATE,DEPO-SUBQ PROVERA 104,INJECTABLE;SUBCUTANEOUS,104MG/0.65ML,NULL,NDA,21583,PHARMACIA AND UPJOHN,Prescription,Pharmacia and Upjohn Company LLC
MEDROXYPROGESTERONE ACETATE,MEDROXYPROGESTERONE ACETATE,TABLET;ORAL,"2.5MG,5MG,10MG",AB,ANDA,40159,BARR,Prescription,A-S Medication Solutions
MEDROXYPROGESTERONE ACETATE,MEDROXYPROGESTERONE ACETATE,TABLET;ORAL,"2.5MG,5MG,10MG",AB,ANDA,40159,BARR,Prescription,Aidarex Pharmaceuticals LLC
MEDROXYPROGESTERONE ACETATE,MEDROXYPROGESTERONE ACETATE,TABLET;ORAL,"2.5MG,5MG,10MG",AB,ANDA,40159,BARR,Prescription,American Health Packaging
MEDROXYPROGESTERONE ACETATE,MEDROXYPROGESTERONE ACETATE,TABLET;ORAL,"2.5MG,5MG,10MG",AB,ANDA,40159,BARR,Prescription,Barr Laboratories Inc.
MEDROXYPROGESTERONE ACETATE,MEDROXYPROGESTERONE ACETATE,TABLET;ORAL,"2.5MG,5MG,10MG",AB,ANDA,40159,BARR,Prescription,"Blenheim Pharmacal, Inc."
MEDROXYPROGESTERONE ACETATE,MEDROXYPROGESTERONE ACETATE,TABLET;ORAL,"2.5MG,5MG,10MG",AB,ANDA,40159,BARR,Prescription,Bryant Ranch Prepack
MEDROXYPROGESTERONE ACETATE,MEDROXYPROGESTERONE ACETATE,TABLET;ORAL,"2.5MG,5MG,10MG",AB,ANDA,40159,BARR,Prescription,"Dispensing Solutions, Inc."
MEDROXYPROGESTERONE ACETATE,MEDROXYPROGESTERONE ACETATE,TABLET;ORAL,"2.5MG,5MG,10MG",AB,ANDA,40159,BARR,Prescription,"NuCare Pharmaceuticals, Inc."
MEDROXYPROGESTERONE ACETATE,MEDROXYPROGESTERONE ACETATE,TABLET;ORAL,"2.5MG,5MG,10MG",AB,ANDA,40159,BARR,Prescription,"NuCare Pharmaceuticals,Inc."
MEDROXYPROGESTERONE ACETATE,MEDROXYPROGESTERONE ACETATE,TABLET;ORAL,"2.5MG,5MG,10MG",AB,ANDA,40159,BARR,Prescription,"PD-Rx Pharmaceuticals, Inc."
MEDROXYPROGESTERONE ACETATE,MEDROXYPROGESTERONE ACETATE,TABLET;ORAL,"2.5MG,5MG,10MG",AB,ANDA,40159,BARR,Prescription,Preferred Pharmaceuticals Inc.
MEDROXYPROGESTERONE ACETATE,MEDROXYPROGESTERONE ACETATE,TABLET;ORAL,"2.5MG,5MG,10MG",AB,ANDA,40159,BARR,Prescription,"Preferred Pharmaceuticals, Inc."
MEDROXYPROGESTERONE ACETATE,MEDROXYPROGESTERONE ACETATE,TABLET;ORAL,"2.5MG,5MG,10MG",AB,ANDA,40159,BARR,Prescription,Proficient Rx LP
MEDROXYPROGESTERONE ACETATE,MEDROXYPROGESTERONE ACETATE,TABLET;ORAL,"2.5MG,5MG,10MG",AB,ANDA,40159,BARR,Prescription,ReadyMeds
MEDROXYPROGESTERONE ACETATE,MEDROXYPROGESTERONE ACETATE,TABLET;ORAL,"2.5MG,5MG,10MG",AB,ANDA,40159,BARR,Prescription,Rebel Distributors Corp.
MEDROXYPROGESTERONE ACETATE,MEDROXYPROGESTERONE ACETATE,TABLET;ORAL,"2.5MG,5MG,10MG",AB,ANDA,40159,BARR,Prescription,"RedPharm Drug, Inc."
MEDROXYPROGESTERONE ACETATE,PROVERA,TABLET;ORAL,"2.5MG,5MG,10MG",AB,NDA,11839,PHARMACIA AND UPJOHN,Prescription,Avera McKennan Hospital
MEDROXYPROGESTERONE ACETATE,PROVERA,TABLET;ORAL,"2.5MG,5MG,10MG",AB,NDA,11839,PHARMACIA AND UPJOHN,Prescription,Greenstone LLC
MEDROXYPROGESTERONE ACETATE,PROVERA,TABLET;ORAL,"2.5MG,5MG,10MG",AB,NDA,11839,PHARMACIA AND UPJOHN,Prescription,"PD-Rx Pharmaceuticals, Inc."
MEDROXYPROGESTERONE ACETATE,PROVERA,TABLET;ORAL,"2.5MG,5MG,10MG",AB,NDA,11839,PHARMACIA AND UPJOHN,Prescription,Pharmacia and Upjohn Company LLC
MEDROXYPROGESTERONE ACETATE,PROVERA,TABLET;ORAL,"2.5MG,5MG,10MG",AB,NDA,11839,PHARMACIA AND UPJOHN,Prescription,"Physicians Total Care, Inc."
MEDROXYPROGESTERONE ACETATE,PROVERA,TABLET;ORAL,"2.5MG,5MG,10MG",AB,NDA,11839,PHARMACIA AND UPJOHN,Prescription,REMEDYREPACK INC.
MEDRYSONE,HMS,SUSPENSION;OPHTHALMIC,1%,NULL,NDA,16624,ALLERGAN,Discontinued,NULL
MEFENAMIC ACID,PONSTEL,CAPSULE;ORAL,250MG,AB,NDA,15034,SHIONOGI INC,Prescription,Prasco Laboratories
MEFENAMIC ACID,PONSTEL,CAPSULE;ORAL,250MG,AB,NDA,15034,SHIONOGI INC,Prescription,SHIONOGI INC.
MEFLOQUINE HYDROCHLORIDE,LARIAM,TABLET;ORAL,250MG,NULL,NDA,19591,ROCHE,Discontinued,NULL
MEFLOQUINE HYDROCHLORIDE,MEFLOQUINE HYDROCHLORIDE,TABLET;ORAL,250MG,NULL,NDA,19578,US ARMY WALTER REED,Discontinued,NULL
MEGESTROL ACETATE,MEGACE,SUSPENSION;ORAL,40MG/ML,NULL,NDA,20264,BRISTOL MYERS SQUIBB,Discontinued,"E.R. Squibb & Sons, L.L.C."
MEGESTROL ACETATE,MEGACE,TABLET;ORAL,"20MG,40MG",NULL,NDA,16979,BRISTOL MYERS SQUIBB,Discontinued,NULL
MEGESTROL ACETATE,MEGACE ES,SUSPENSION;ORAL,125MG/ML,AB,NDA,21778,ENDO PHARMS INC,Prescription,Atlantic Biologicals Corps
MEGESTROL ACETATE,MEGACE ES,SUSPENSION;ORAL,125MG/ML,AB,NDA,21778,ENDO PHARMS INC,Prescription,"Endo Pharmaceuticals, Inc."
MEGESTROL ACETATE,MEGACE ES,SUSPENSION;ORAL,125MG/ML,AB,NDA,21778,ENDO PHARMS INC,Prescription,"Par Pharmaceutical, Inc"
MEGESTROL ACETATE,MEGACE ES,SUSPENSION;ORAL,125MG/ML,AB,NDA,21778,ENDO PHARMS INC,Prescription,"Par Pharmaceutical, Inc."
MEGESTROL ACETATE,MEGACE ES,SUSPENSION;ORAL,125MG/ML,AB,NDA,21778,ENDO PHARMS INC,Prescription,"Physicians Total Care, Inc."
MEGESTROL ACETATE,MEGACE ES,SUSPENSION;ORAL,125MG/ML,AB,NDA,21778,ENDO PHARMS INC,Prescription,Stat Rx USA
MELOXICAM,MOBIC,SUSPENSION;ORAL,7.5MG/5ML,NULL,NDA,21530,BOEHRINGER INGELHEIM,Prescription,"Boehringer Ingelheim Pharmaceuticals, Inc."
MELOXICAM,MOBIC,SUSPENSION;ORAL,7.5MG/5ML,NULL,NDA,21530,BOEHRINGER INGELHEIM,Prescription,"Roxane Laboratories, Inc."
MELOXICAM,MOBIC,TABLET;ORAL,"7.5MG,15MG",AB,NDA,20938,BOEHRINGER INGELHEIM,Prescription,"Boehringer Ingelheim Pharmaceuticals, Inc."
MELOXICAM,MOBIC,TABLET;ORAL,"7.5MG,15MG",AB,NDA,20938,BOEHRINGER INGELHEIM,Prescription,"PD-Rx Pharmaceuticals, Inc."
MELPHALAN,ALKERAN,TABLET;ORAL,2MG,AB,NDA,14691,APOTEX INC,Prescription,"ApoPharma USA, Inc."
MELPHALAN HYDROCHLORIDE,ALKERAN,INJECTABLE;INJECTION,EQ50MGBASE/VIAL,NULL,NDA,20207,APOTEX INC,Discontinued,"Apo-Pharma USA, Inc"
MELPHALAN HYDROCHLORIDE,ALKERAN,INJECTABLE;INJECTION,EQ50MGBASE/VIAL,NULL,NDA,20207,APOTEX INC,Discontinued,Glaxo Operations UK Ltd
MEMANTINE HYDROCHLORIDE,NAMENDA,SOLUTION;ORAL,2MG/ML,AA,NDA,21627,FOREST LABS LLC,Prescription,NULL
MEMANTINE HYDROCHLORIDE,NAMENDA,TABLET;ORAL,"5MG,10MG",AB,NDA,21487,FOREST LABS LLC,Prescription,"Actavis Pharma, Inc"
MEMANTINE HYDROCHLORIDE,NAMENDA,TABLET;ORAL,"5MG,10MG",AB,NDA,21487,FOREST LABS LLC,Prescription,"Allergan, Inc"
MEMANTINE HYDROCHLORIDE,NAMENDA,TABLET;ORAL,"5MG,10MG",AB,NDA,21487,FOREST LABS LLC,Prescription,"Aphena Pharma Solutions - Tennessee, LLC"
MEMANTINE HYDROCHLORIDE,NAMENDA,TABLET;ORAL,"5MG,10MG",AB,NDA,21487,FOREST LABS LLC,Prescription,Bryant Ranch Prepack
MEMANTINE HYDROCHLORIDE,NAMENDA,TABLET;ORAL,"5MG,10MG",AB,NDA,21487,FOREST LABS LLC,Prescription,Cardinal Health
MEMANTINE HYDROCHLORIDE,NAMENDA,TABLET;ORAL,"5MG,10MG",AB,NDA,21487,FOREST LABS LLC,Prescription,Contract Pharmacy Services-PA
MEMANTINE HYDROCHLORIDE,NAMENDA,TABLET;ORAL,"5MG,10MG",AB,NDA,21487,FOREST LABS LLC,Prescription,"PD-Rx Pharmaceuticals, Inc."
MEMANTINE HYDROCHLORIDE,NAMENDA,TABLET;ORAL,"5MG,10MG",AB,NDA,21487,FOREST LABS LLC,Prescription,Rebel Distributors Corp
MEMANTINE HYDROCHLORIDE,NAMENDA XR,"CAPSULE,EXTENDEDRELEASE;ORAL","7MG,14MG,21MG,28MG",AB,NDA,22525,FOREST LABS LLC,Prescription,"Allergan, Inc."
MEMANTINE HYDROCHLORIDE,NAMENDA XR,"CAPSULE,EXTENDEDRELEASE;ORAL","7MG,14MG,21MG,28MG",AB,NDA,22525,FOREST LABS LLC,Prescription,Avera McKennan Hospital
MEMANTINE HYDROCHLORIDE,NAMENDA XR,"CAPSULE,EXTENDEDRELEASE;ORAL","7MG,14MG,21MG,28MG",AB,NDA,22525,FOREST LABS LLC,Prescription,Carilion Materials Management
MENADIOL SODIUM DIPHOSPHATE,KAPPADIONE,INJECTABLE;INJECTION,10MG/ML,NULL,NDA,5725,LILLY,Discontinued,NULL
MENADIOL SODIUM DIPHOSPHATE,SYNKAYVITE,INJECTABLE;INJECTION,"5MG/ML,10MG/ML,37.5MG/ML,5MG",NULL,NDA,3718,ROCHE,Discontinued,NULL
MENADIOL SODIUM DIPHOSPHATE,SYNKAYVITE,TABLET;ORAL,"5MG/ML,10MG/ML,37.5MG/ML,5MG",NULL,NDA,3718,ROCHE,Discontinued,NULL
MENADIONE,MENADIONE,TABLET;ORAL,5MG,NULL,NDA,2139,LILLY,Discontinued,NULL
MENOTROPINS (FSH;LH),HUMEGON,INJECTABLE;INJECTION,"75IU/VIAL;75IU/VIAL,150IU/VIAL;150IU/VIAL",NULL,NDA,20328,ORGANON USA INC,Discontinued,NULL
MENOTROPINS (FSH;LH),MENOPUR,INJECTABLE;SUBCUTANEOUS,75IU/VIAL;75IU/VIAL,NULL,NDA,21663,FERRING,Prescription,Ferring Pharmaceuticals Inc.
MENOTROPINS (FSH;LH),PERGONAL,INJECTABLE;INJECTION,"75IU/AMP;75IU/AMP,150IU/AMP;150IU/AMP",NULL,NDA,17646,SERONO,Discontinued,NULL
MENOTROPINS (FSH;LH),REPRONEX,INJECTABLE;INJECTION,"150IU/VIAL;150IU/VIAL,75IU/VIAL;75IU/VIAL",NULL,NDA,21047,FERRING,Discontinued,NULL
MENOTROPINS (FSH;LH),REPRONEX,"INJECTABLE;INTRAMUSCULAR,SUBCUTANEOUS","150IU/VIAL;150IU/VIAL,75IU/VIAL;75IU/VIAL",NULL,NDA,21047,FERRING,Discontinued,NULL
MENTHOL;METHYL SALICYLATE,SALONPAS,PATCH;TOPICAL,3%;10%,NULL,NDA,22029,HISAMITSU PHARM CO,NULL,"Hisamitsu Pharmaceutical Co., Inc."
MEPENZOLATE BROMIDE,CANTIL,SOLUTION;ORAL,"25MG,25MG/5ML",NULL,NDA,10679,SANOFI AVENTIS US,Discontinued,NULL
MEPENZOLATE BROMIDE,CANTIL,TABLET;ORAL,"25MG,25MG/5ML",NULL,NDA,10679,SANOFI AVENTIS US,Prescription,NULL
MEPERIDINE HYDROCHLORIDE,DEMEROL,INJECTABLE;INJECTION,"25MG/ML,50MG/ML,75MG/ML,100MG/ML",AP,NDA,21171,HOSPIRA,Prescription,"Hospira, Inc."
MEPERIDINE HYDROCHLORIDE,DEMEROL,INJECTABLE;INJECTION,"25MG/ML,50MG/ML,75MG/ML,100MG/ML",AP,NDA,21171,HOSPIRA,Prescription,"Physicians Total Care, Inc."
MEPERIDINE HYDROCHLORIDE,DEMEROL,INJECTABLE;INJECTION,"50MG,100MG,50MG/ML,100MG/ML,25MG/ML,75MG/ML,50MG/5ML",NULL,NDA,5010,US PHARM HOLDINGS,Discontinued,Bryant Ranch Prepack
MEPERIDINE HYDROCHLORIDE,DEMEROL,INJECTABLE;INJECTION,"50MG,100MG,50MG/ML,100MG/ML,25MG/ML,75MG/ML,50MG/5ML",NULL,NDA,5010,US PHARM HOLDINGS,Discontinued,sanofi-aventis U.S. LLC
MEPERIDINE HYDROCHLORIDE,DEMEROL,INJECTABLE;INJECTION,"50MG,100MG,50MG/ML,100MG/ML,25MG/ML,75MG/ML,50MG/5ML",NULL,NDA,5010,US PHARM HOLDINGS,Discontinued,Validus Pharmaceuticals LLC
MEPERIDINE HYDROCHLORIDE,DEMEROL,SYRUP;ORAL,"50MG,100MG,50MG/ML,100MG/ML,25MG/ML,75MG/ML,50MG/5ML",NULL,NDA,5010,US PHARM HOLDINGS,Discontinued,Bryant Ranch Prepack
MEPERIDINE HYDROCHLORIDE,DEMEROL,SYRUP;ORAL,"50MG,100MG,50MG/ML,100MG/ML,25MG/ML,75MG/ML,50MG/5ML",NULL,NDA,5010,US PHARM HOLDINGS,Discontinued,sanofi-aventis U.S. LLC
MEPERIDINE HYDROCHLORIDE,DEMEROL,SYRUP;ORAL,"50MG,100MG,50MG/ML,100MG/ML,25MG/ML,75MG/ML,50MG/5ML",NULL,NDA,5010,US PHARM HOLDINGS,Discontinued,Validus Pharmaceuticals LLC
MEPERIDINE HYDROCHLORIDE,DEMEROL,TABLET;ORAL,"50MG,100MG,50MG/ML,100MG/ML,25MG/ML,75MG/ML,50MG/5ML",AA,NDA,5010,US PHARM HOLDINGS,Prescription,Bryant Ranch Prepack
MEPERIDINE HYDROCHLORIDE,DEMEROL,TABLET;ORAL,"50MG,100MG,50MG/ML,100MG/ML,25MG/ML,75MG/ML,50MG/5ML",AA,NDA,5010,US PHARM HOLDINGS,Prescription,sanofi-aventis U.S. LLC
MEPERIDINE HYDROCHLORIDE,DEMEROL,TABLET;ORAL,"50MG,100MG,50MG/ML,100MG/ML,25MG/ML,75MG/ML,50MG/5ML",AA,NDA,5010,US PHARM HOLDINGS,Prescription,Validus Pharmaceuticals LLC
MEPERIDINE HYDROCHLORIDE,MEPERIDINE HYDROCHLORIDE,TABLET;ORAL,"50MG,100MG",AA,ANDA,40110,WEST-WARD PHARMS INT,Prescription,West-Ward Pharmaceuticals Corp.
MEPERIDINE HYDROCHLORIDE,MEPERIDINE HYDROCHLORIDE,TABLET;ORAL,"50MG,100MG",AA,ANDA,40191,VINTAGE PHARMS,Prescription,Bryant Ranch Prepack
MEPERIDINE HYDROCHLORIDE,MEPERIDINE HYDROCHLORIDE,TABLET;ORAL,"50MG,100MG",AA,ANDA,40191,VINTAGE PHARMS,Prescription,"Physicians Total Care, Inc."
MEPERIDINE HYDROCHLORIDE,MEPERIDINE HYDROCHLORIDE,TABLET;ORAL,"50MG,100MG",AA,ANDA,40191,VINTAGE PHARMS,Prescription,Qualitest Pharmaceuticals
MEPERIDINE HYDROCHLORIDE,MEPERIDINE HYDROCHLORIDE,TABLET;ORAL,"50MG,100MG",NULL,ANDA,40186,WATSON LABS,Discontinued,NULL
MEPERIDINE HYDROCHLORIDE,MEPERIDINE HYDROCHLORIDE PRESERVATIVE FREE,INJECTABLE;INJECTION,10MG/ML,NULL,ANDA,40163,MALLINCKRODT INC,Discontinued,NULL
MEPERIDINE HYDROCHLORIDE;PROMETHAZINE HYDROCHLORIDE,MEPERGAN,INJECTABLE;INJECTION,25MG/ML;25MG/ML,NULL,NDA,11730,WEST-WARD PHARMS INT,Discontinued,NULL
MEPHENTERMINE SULFATE,WYAMINE SULFATE,INJECTABLE;INJECTION,"EQ30MGBASE/ML,EQ15MGBASE/ML",NULL,NDA,8248,BAXTER HLTHCARE CORP,Discontinued,NULL
MEPHENYTOIN,MESANTOIN,TABLET;ORAL,100MG,NULL,NDA,6008,NOVARTIS,Discontinued,NULL
MEPIVACAINE HYDROCHLORIDE,CARBOCAINE,INJECTABLE;INJECTION,"1%,2%,1.50%",AP,NDA,12250,HOSPIRA,Prescription,"Hospira, Inc."
MEPIVACAINE HYDROCHLORIDE,CARBOCAINE,INJECTABLE;INJECTION,"0.05MG/ML;2%,3%",NULL,NDA,12125,EASTMAN KODAK,Discontinued,NULL
MEPREDNISONE,BETAPAR,TABLET;ORAL,4MG,NULL,NDA,16053,SCHERING,Discontinued,NULL
MEPROBAMATE,EQUANIL,CAPSULE;ORAL,400MG,NULL,NDA,12455,WYETH AYERST,Discontinued,NULL
MEPROBAMATE,EQUANIL,TABLET;ORAL,"400MG,200MG",NULL,NDA,10028,WYETH AYERST,Discontinued,NULL
MEPROBAMATE,MEPRIAM,TABLET;ORAL,400MG,NULL,NDA,16069,TEVA,Discontinued,NULL
MEPROBAMATE,MEPROBAMATE,TABLET;ORAL,"400MG,200MG",NULL,NDA,14322,IMPAX LABS,Discontinued,NULL
MEPROBAMATE,MEPROBAMATE,TABLET;ORAL,"400MG,200MG",NULL,NDA,14368,MK LABS,Discontinued,NULL
MEPROBAMATE,MEPROBAMATE,TABLET;ORAL,"200MG,400MG",NULL,NDA,14474,STANLABS PHARM,Discontinued,NULL
MEPROBAMATE,MEPROBAMATE,TABLET;ORAL,"400MG,200MG",NULL,NDA,14547,SANDOZ,Discontinued,NULL
MEPROBAMATE,MEPROBAMATE,TABLET;ORAL,400MG,NULL,NDA,14601,PVT FORM,Discontinued,NULL
MEPROBAMATE,MEPROBAMATE,TABLET;ORAL,"400MG,200MG",NULL,NDA,14882,LANNETT,Discontinued,NULL
MEPROBAMATE,MEPROBAMATE,TABLET;ORAL,400MG,NULL,NDA,15072,MALLARD,Discontinued,NULL
MEPROBAMATE,MEPROBAMATE,TABLET;ORAL,"400MG,200MG",NULL,NDA,15139,VALEANT PHARM INTL,Discontinued,NULL
MEPROBAMATE,MEPROBAMATE,TABLET;ORAL,"400MG,200MG",NULL,NDA,15417,WEST WARD,Discontinued,NULL
MEPROBAMATE,MEPROBAMATE,TABLET;ORAL,"400MG,200MG",NULL,NDA,15426,ELKINS SINN,Discontinued,NULL
MEPROBAMATE,MEPROBAMATE,TABLET;ORAL,"200MG,400MG",NULL,NDA,15438,IVAX SUB TEVA PHARMS,Discontinued,NULL
MEPROBAMATE,MEPROBAMATE,TABLET;ORAL,400MG,NULL,NDA,16928,HEATHER,Discontinued,NULL
MEPROBAMATE,MEPROSPAN,"CAPSULE,EXTENDEDRELEASE;ORAL","200MG,400MG",NULL,NDA,11284,MEDPOINTE PHARM HLC,Discontinued,NULL
MEPROBAMATE,MILTOWN,TABLET;ORAL,"400MG,200MG",NULL,NDA,9698,MEDPOINTE PHARM HLC,Discontinued,NULL
MEPROBAMATE,NEURAMATE,TABLET;ORAL,"400MG,200MG",NULL,NDA,14359,HALSEY,Discontinued,NULL
MEPROBAMATE,TRANMEP,TABLET;ORAL,400MG,NULL,NDA,16249,SOLVAY,Discontinued,NULL
MEQUINOL;TRETINOIN,SOLAGE,SOLUTION;TOPICAL,2%;0.01%,NULL,NDA,20922,AQUA PHARMS,Discontinued,NULL
MERCAPTOPURINE,PURINETHOL,TABLET;ORAL,50MG,AB,NDA,9053,STASON PHARMS,Prescription,"Quinn Pharmaceuticals, LLC"
MESALAMINE,APRISO,"CAPSULE,EXTENDEDRELEASE;ORAL",375MG,NULL,NDA,22301,VALEANT PHARMS INTL,Prescription,"Physicians Total Care, Inc."
MESALAMINE,APRISO,"CAPSULE,EXTENDEDRELEASE;ORAL",375MG,NULL,NDA,22301,VALEANT PHARMS INTL,Prescription,"Salix Pharmaceuticals, Inc."
MESALAMINE,ASACOL,"TABLET,DELAYEDRELEASE;ORAL",400MG,NULL,NDA,19651,APIL,Discontinued,"Allergan, Inc."
MESALAMINE,ASACOL,"TABLET,DELAYEDRELEASE;ORAL",400MG,NULL,NDA,19651,APIL,Discontinued,Cardinal Health
MESALAMINE,ASACOL,"TABLET,DELAYEDRELEASE;ORAL",400MG,NULL,NDA,19651,APIL,Discontinued,KAISER FOUNDATION HOSPITALS
MESALAMINE,ASACOL,"TABLET,DELAYEDRELEASE;ORAL",400MG,NULL,NDA,19651,APIL,Discontinued,State of Florida DOH Central Pharmacy
MESALAMINE,ASACOL HD,"TABLET,DELAYEDRELEASE;ORAL",800MG,AB,NDA,21830,APIL,Prescription,"Allergan, Inc."
MESALAMINE,ASACOL HD,"TABLET,DELAYEDRELEASE;ORAL",800MG,AB,NDA,21830,APIL,Prescription,American Health Packaging
MESALAMINE,ASACOL HD,"TABLET,DELAYEDRELEASE;ORAL",800MG,AB,NDA,21830,APIL,Prescription,Zydus Pharmaceuticals (USA) Inc.
MESALAMINE,CANASA,SUPPOSITORY;RECTAL,"1GM,500MG",AB,NDA,21252,FOREST LABS LLC,Prescription,Allergan
MESALAMINE,CANASA,SUPPOSITORY;RECTAL,"1GM,500MG",AB,NDA,21252,FOREST LABS LLC,Prescription,EndoCeutics Inc.
MESALAMINE,CANASA,SUPPOSITORY;RECTAL,"1GM,500MG",AB,NDA,21252,FOREST LABS LLC,Prescription,Mckesson Rxpak Inc
MESALAMINE,CANASA,SUPPOSITORY;RECTAL,"1GM,500MG",AB,NDA,21252,FOREST LABS LLC,Prescription,"Physicians Total Care, Inc."
MESALAMINE,CANASA,SUPPOSITORY;RECTAL,"1GM,500MG",NULL,NDA,21252,FOREST LABS LLC,Discontinued,Allergan
